filename,augment,label
/ayu-disk/sqCatDog/TrainData/combined/0_C_10000.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10001.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10002.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10003.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10004.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10005.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10006.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10007.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10008.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10009.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_1000.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10010.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10011.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10012.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10013.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10014.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10015.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10016.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10017.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10018.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10019.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_1001.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10020.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10021.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10022.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10023.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10024.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10025.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10026.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10027.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10028.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10029.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_1002.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10030.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10031.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10032.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10033.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10034.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10035.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10036.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10037.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10038.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10039.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_1003.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10040.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10041.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10042.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10043.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10044.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10045.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10046.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10047.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10048.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10049.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_1004.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10050.jpg,1,0
/ayu-disk/sqCatDog/TrainData/combined/0_C_10051.jpg,1,0
